plant_id,common_name,botanical_name,family,type,lifespan,season,soil_moisture,sun
710,Idaho Balsamroot,Balsamorhiza hookeri (Hook.) Nutt. var. idahoensis (Sharp) Cronquist,Asteraceae,herbaceous,perennial,summer,dry,full sun
711,Elephantear Pricklypear,Opuntia tuna (L.) Mill.,Cactaceae,herbaceous,biannual,fall,wet,partial shade
712,Leather Oak,Quercus durata Jeps. var. durata,Fagaceae,herbaceous,annual,fall,dry,full sun
713,Virginia Chainfern,Woodwardia virginica (L.) Sm.,Blechnaceae,herbaceous,annual,fall,moderate,partial shade
714,Dot Lichen,Arthonia cinereopruinosa Schaerer,Arthoniaceae,herbaceous,biannual,fall,wet,full shade
715,Cima Milkvetch,Astragalus cimae M.E. Jones var. sufflatus Barneby,Fabaceae,woody,na,fall,wet,full shade
716,Barranca Brush,Ceanothus verrucosus Nutt.,Rhamnaceae,woody,na,fall,dry,full shade
717,Huachuca Hawkweed,Hieracium carneum Greene,Asteraceae,herbaceous,annual,summer,dry,partial shade
718,Creole Cotton,Gossypium barbadense L.,Malvaceae,woody,na,spring,moderate,partial shade
719,Yuma Silverbush,Argythamnia serrata (Torr.) Müll. Arg.,Euphorbiaceae,herbaceous,biannual,fall,moderate,full sun
720,Rim Lichen,Lecanora boligera (Norman ex Th. Fr.) Hedl.,Lecanoraceae,herbaceous,biannual,spring,wet,partial shade
721,Henbane,Hyoscyamus muticus L.,Solanaceae,woody,na,spring,wet,full shade
722,Reindeer Lichen,Cladina arbuscula (Wallr.) Hale & W.L. Culb.,Cladoniaceae,herbaceous,perennial,fall,moderate,full sun
723,Upright Chickweed,Moenchia Ehrh.,Caryophyllaceae,herbaceous,biannual,summer,dry,full sun
724,Threelobe Rosemallow,Hibiscus trilobus Aubl.,Malvaceae,herbaceous,perennial,summer,wet,full sun
725,Serillo Dulce,Schizachyrium brevifolium (Sw.) Nees ex Büse,Poaceae,woody,na,spring,dry,full shade
726,Leathery Rush,Juncus coriaceus Mack.,Juncaceae,woody,na,fall,wet,partial shade
727,Veitch's Screwpine,Pandanus veitchii hort. Veitch ex Masters & T. Moore,Pandanaceae,woody,na,spring,dry,full shade
728,Roundleaf Thoroughwort,Eupatorium rotundifolium L. var. ovatum (Bigelow) Torr.,Asteraceae,herbaceous,perennial,fall,moderate,full shade
729,Royal Peacock Orchid,Psychilis monensis Sauleda,Orchidaceae,herbaceous,perennial,spring,wet,full shade
730,Hypnum Moss,Hypnum cupressiforme Hedw. var. subjulaceum Molendo,Hypnaceae,herbaceous,biannual,summer,wet,full shade
731,Erect Centella,Centella erecta (L. f.) Fernald,Apiaceae,woody,na,spring,wet,full sun
732,Autumn Coralroot,Corallorhiza odontorhiza (Willd.) Poir. var. pringlei (Greenm.) Freudenstein,Orchidaceae,woody,na,spring,moderate,partial shade
733,Champlain Beachgrass,Ammophila champlainensis Seymour,Poaceae,herbaceous,perennial,summer,moderate,full shade
734,Glandular Phacelia,Phacelia glandulosa Nutt. var. deserta (A. Nelson) Brand,Hydrophyllaceae,woody,na,fall,wet,full sun
735,Neofuscelia Lichen,Neofuscelia brunella (Essl.) Essl.,Parmeliaceae,woody,na,spring,dry,partial shade
736,Northern Willow,Salix arctophila Cockerell ex A. Heller,Salicaceae,woody,na,summer,moderate,partial shade
737,Gamo De Costa,Phyllanthus juglandifolius Willd.,Euphorbiaceae,herbaceous,biannual,summer,dry,partial shade
738,Hairy Sandmat,Chamaesyce villifera (Scheele) Small,Euphorbiaceae,herbaceous,biannual,fall,moderate,full sun
739,Tussock Cottongrass,Eriophorum vaginatum L. var. spissum (Fernald) B. Boivin,Cyperaceae,woody,na,summer,dry,full sun
740,Cortadora Blanca,Scleria pterota C. Presl ex C.B. Clarke var. pterota,Cyperaceae,woody,na,summer,moderate,partial shade
741,Castetter's Milkvetch,Astragalus castetteri Barneby,Fabaceae,woody,na,fall,dry,full sun
742,Pearly Everlasting,Anaphalis DC.,Asteraceae,herbaceous,annual,fall,wet,partial shade
743,Didymodon Moss,Didymodon fallax (Hedw.) R.H. Zander var. reflexus (Brid.) R.H. Zander,Pottiaceae,woody,na,fall,dry,full sun
744,Suisun Thistle,Cirsium hydrophilum (Greene) Jeps.,Asteraceae,herbaceous,perennial,spring,wet,partial shade
745,Arthrostemma,Arthrostemma Pav. ex D. Don,Melastomataceae,woody,na,fall,wet,full sun
746,Roundleaf Ragwort,Packera obovata (Muhl. ex Willd.) W.A. Weber & Á. Löve,Asteraceae,herbaceous,biannual,summer,wet,full sun
747,Bristly Stingingbush,Malpighia setosa Spreng.,Malpighiaceae,woody,na,fall,moderate,full shade
748,Common Tarweed,Centromadia pungens (Hook. & Arn.) Greene ssp. pungens,Asteraceae,herbaceous,annual,summer,wet,full sun
749,Cleft Phlox,Phlox bifida Beck ssp. stellaria (A. Gray) Wherry,Polemoniaceae,herbaceous,biannual,spring,moderate,full sun
750,Sierra Tansymustard,Descurainia californica (A. Gray) O.E. Schulz,Brassicaceae,woody,na,summer,wet,partial shade
751,Lanai Pritchardia,"Pritchardia lanaiensis Becc. & Rock, nom. inq.",Arecaceae,herbaceous,perennial,fall,dry,full shade
752,Rothrock's Townsend Daisy,Townsendia rothrockii A. Gray ex Rothr.,Asteraceae,woody,na,fall,wet,partial shade
753,Beet,Beta patellaris Moq.,Chenopodiaceae,herbaceous,perennial,summer,wet,full shade
754,Spontaneous Barley,Hordeum spontaneum K. Koch,Poaceae,herbaceous,annual,summer,wet,full sun
755,Golden Linanthus,Leptosiphon aureus (Nutt.) J.M. Porter & L.A. Johnson ssp. decorus (A. Gray) J.M. Porter & L.A. Johnson,Polemoniaceae,woody,na,fall,dry,partial shade
756,Tufted Wirelettuce,Stephanomeria paniculata Nutt.,Asteraceae,woody,na,spring,wet,full shade
757,Klamath Erigeron,Erigeron breweri A. Gray var. klamathensis G.L. Nesom,Asteraceae,herbaceous,biannual,spring,dry,full sun
758,Douglas' Dustymaiden,Chaenactis douglasii (Hook.) Hook. & Arn.,Asteraceae,herbaceous,biannual,spring,wet,partial shade
759,Sierra Blanca Least-daisy,Ionactis elegans (Soreng & Spellenb.) G.L. Nesom,Asteraceae,herbaceous,perennial,fall,dry,full shade
760,Orange Daisy,Erigeron aurantiacus Regel,Asteraceae,woody,na,fall,moderate,full shade
761,Piedmont False Pimpernel,Lindernia monticola Muhl. ex Nutt.,Scrophulariaceae,woody,na,summer,wet,full sun
762,Desert Draba,Draba arida C.L. Hitchc.,Brassicaceae,woody,na,fall,moderate,full shade
763,Gairdner's Beardtongue,Penstemon gairdneri Hook. var. oreganus A. Gray,Scrophulariaceae,woody,na,fall,wet,partial shade
764,Sulphur Clover,Trifolium ochroleucum Huds.,Fabaceae,woody,na,summer,dry,full shade
765,Eurhynchium Moss,Eurhynchium pulchellum (Hedw.) Jenn.,Brachytheciaceae,woody,na,summer,wet,full shade
766,Kidneyleaf Buckwheat,Eriogonum reniforme Torr. & Frém.,Polygonaceae,herbaceous,annual,fall,dry,full shade
767,Glade Fimbry,Fimbristylis brevivaginata Kral,Cyperaceae,woody,na,summer,moderate,full shade
768,Arizona Poppy,Kallstroemia grandiflora Torr. ex A. Gray,Zygophyllaceae,herbaceous,biannual,spring,dry,full sun
769,Goldenheather,Hudsonia L.,Cistaceae,herbaceous,biannual,summer,wet,partial shade
770,Parry's Sedge,Carex parryana Dewey var. parryana,Cyperaceae,woody,na,spring,moderate,partial shade
771,Mountain Purple Pitcherplant,Sarracenia purpurea L. ssp. purpurea var. montana D.E. Schnell & Determann,Sarraceniaceae,woody,na,fall,dry,full sun
772,Copeland's Owl's-clover,Orthocarpus cuspidatus Greene ssp. copelandii (Eastw.) T.I. Chuang & Heckard,Scrophulariaceae,herbaceous,annual,spring,wet,partial shade
773,Hagen's Bryum Moss,Bryum hagenii Limpr.,Bryaceae,herbaceous,annual,spring,dry,full sun
774,Strawberry,Fragaria ×ananassa (Weston) Duchesne ex Rozier ssp. ananassa,Rosaceae,woody,na,spring,wet,partial shade
775,Henssen's Map Lichen,Rhizocarpon hensseniae Brodo,Rhizocarpaceae,herbaceous,biannual,spring,moderate,partial shade
776,Resurrection Lily,Lycoris squamigera Maxim.,Liliaceae,herbaceous,biannual,fall,dry,full shade
777,Ray Hymenopappus,Hymenopappus radiatus Rose,Asteraceae,woody,na,summer,dry,partial shade
778,Ochroma,Ochroma Sw.,Bombacaceae,herbaceous,biannual,spring,moderate,full sun
779,San Benito Spineflower,Chorizanthe biloba Goodman var. immemora Reveal & Hardham,Polygonaceae,herbaceous,annual,fall,wet,full shade
780,Iranian Stork's Bill,Erodium gruinum (L.) L'Hér. ex Aiton,Geraniaceae,herbaceous,perennial,fall,dry,partial shade
781,Halberdleaf Tearthumb,Polygonum arifolium L.,Polygonaceae,herbaceous,annual,fall,wet,full shade
782,Lecidea Lichen,Lecidea rivulorum H. Magn.,Lecideaceae,herbaceous,biannual,fall,dry,full shade
783,Tall Elephantsfoot,Elephantopus elatus Bertol.,Asteraceae,herbaceous,perennial,summer,dry,full sun
784,Mountain Carpet Clover,Trifolium monanthum A. Gray,Fabaceae,herbaceous,annual,spring,wet,partial shade
785,Soapweed Yucca,Yucca glauca Nutt.,Agavaceae,herbaceous,annual,spring,wet,full sun
786,Flowering Rush,Butomus umbellatus L.,Butomaceae,woody,na,spring,wet,full shade
787,White Spikerush,Eleocharis albida Torr.,Cyperaceae,herbaceous,annual,summer,wet,full shade
788,Florida Strap Airplant,Catopsis floribunda L.B. Sm.,Bromeliaceae,herbaceous,perennial,spring,wet,partial shade
789,Catillaria Lichen,Catillaria cupressi Zahlbr.,Catillariaceae,woody,na,spring,dry,partial shade
790,San Miguel Milkvetch,Astragalus miguelensis Greene,Fabaceae,woody,na,spring,dry,full shade
791,Fontinalis Moss,Fontinalis hypnoides Hartm.,Fontinalaceae,woody,na,spring,dry,full sun
792,Fairyswords,Cheilanthes lindheimeri Hook.,Pteridaceae,herbaceous,perennial,spring,wet,partial shade
793,Bill Williams Mountain Giant Hyssop,Agastache pallidiflora (A. Heller) Rydb.,Lamiaceae,woody,na,spring,wet,full sun
794,Chancleta,Hybanthus linearifolius (Vahl) Urb.,Violaceae,woody,na,fall,moderate,full shade
795,Giant Goldenrod,Solidago gigantea Aiton,Asteraceae,herbaceous,biannual,summer,wet,full shade
796,Indian's Dream,Aspidotis densa (Brack.) Lellinger,Pteridaceae,woody,na,spring,dry,partial shade
797,Oahu Flatsedge,Cyperus hypochlorus Hillebr. var. brevior Kük.,Cyperaceae,woody,na,fall,wet,full sun
798,Rock Buckthorn,Rhamnus saxatilis Jacq.,Rhamnaceae,herbaceous,biannual,fall,dry,full sun
799,Eggleaf Lacefern,Ctenitis nemorosa (Humb. & Bonpl. ex Willd.) Ching,Dryopteridaceae,herbaceous,biannual,fall,moderate,full sun
800,Apalachicola St. Johnswort,Hypericum chapmanii P. Adams,Clusiaceae,woody,na,spring,moderate,partial shade
801,White Bear Sedge,Carex albursina Sheldon,Cyperaceae,herbaceous,biannual,fall,wet,full shade
802,Ocala Vetch,Vicia ocalensis Godfrey & Kral,Fabaceae,woody,na,summer,wet,full shade
803,New Mexico Locust,Robinia neomexicana A. Gray var. neomexicana,Fabaceae,herbaceous,perennial,fall,dry,full sun
804,Elm,Ulmus L.,Ulmaceae,woody,na,summer,wet,full sun
805,Scarletbush,Hamelia patens Jacq.,Rubiaceae,woody,na,fall,dry,full shade
806,Arroyo Willow,Salix lasiolepis Benth. var. lasiolepis,Salicaceae,herbaceous,biannual,spring,dry,full shade
807,San Joaquin Snakeweed,Gutierrezia californica (DC.) Torr. & A. Gray,Asteraceae,woody,na,spring,wet,partial shade
808,Puerto Rico Silver Palm,Coccothrinax barbadensis (Lodd. ex Mart.) Becc.,Arecaceae,herbaceous,biannual,spring,dry,full shade
809,Siskiyou Willowherb,Epilobium siskiyouense (Munz) Hoch & P.H. Raven,Onagraceae,woody,na,summer,wet,full shade
810,Teatree,Leptospermum J.R. Forst. & G. Forst.,Myrtaceae,herbaceous,annual,summer,moderate,full sun
811,Puerto Rico Water-willow,Justicia martinsoniana Howard,Acanthaceae,woody,na,spring,dry,full shade
812,Mosquito Bills,Dodecatheon hendersonii A. Gray,Primulaceae,woody,na,spring,moderate,full shade
813,Small Whorled Pogonia,Isotria medeoloides (Pursh) Raf.,Orchidaceae,herbaceous,annual,summer,dry,full shade
814,Louisiana Bluestar,Amsonia ludoviciana Vail,Apocynaceae,herbaceous,perennial,fall,wet,full shade
815,Reddish Cinquefoil,Potentilla rubella T.J. Sørensen,Rosaceae,herbaceous,perennial,summer,moderate,partial shade
816,Engelmann's Hedgehog Cactus,Echinocereus engelmannii (Parry ex Engelm.) Lem. var. chrysocentrus (Engelm. & J.M. Bigelow) Rümpler,Cactaceae,woody,na,fall,wet,partial shade
817,Mojave Kingcup Cactus,Echinocereus mojavensis (Engelm. & J.M. Bigelow) Rümpler,Cactaceae,herbaceous,annual,summer,wet,full sun
818,Ammi,Ammi L.,Apiaceae,herbaceous,perennial,summer,moderate,partial shade
819,Mendocino Coast Indian Paintbrush,Castilleja mendocinensis (Eastw.) Pennell,Scrophulariaceae,herbaceous,biannual,summer,dry,partial shade
820,Alaskan Wheatgrass,Elymus alaskanus (Scribn. & Merr.) Á. Löve ssp. alaskanus,Poaceae,herbaceous,perennial,spring,moderate,full shade
821,Brickellbush,Brickellia Elliott,Asteraceae,woody,na,spring,wet,full sun
822,Cape Tulip,Moraea Mill.,Iridaceae,herbaceous,perennial,fall,moderate,partial shade
823,Fiddleneck,Amsinckia Lehm.,Boraginaceae,herbaceous,biannual,spring,wet,full sun
824,Brownhair Snoutbean,Rhynchosia cinerea Nash,Fabaceae,herbaceous,perennial,spring,moderate,partial shade
825,Robins' Bellflower,Campanula robinsiae Small,Campanulaceae,herbaceous,biannual,summer,dry,full sun
826,Desert Goosefoot,Chenopodium pratericola Rydb.,Chenopodiaceae,woody,na,summer,moderate,full sun
827,Clapperton's Parkia,Parkia clappertoniana Keay,Fabaceae,woody,na,spring,wet,full shade
828,Twospike Fingergrass,Eustachys floridana Chapm.,Poaceae,herbaceous,annual,summer,moderate,full sun
829,Rimrock Milkvetch,Astragalus desperatus M.E. Jones var. desperatus,Fabaceae,woody,na,spring,dry,full shade
830,Giant Shield Lichen,Cetrelia cetrarioides (Delise ex Duby) W.L. Culb. & C.F. Culb.,Parmeliaceae,woody,na,summer,moderate,full shade
831,Simons' Cotoneaster,Cotoneaster simonsii Baker,Rosaceae,herbaceous,perennial,spring,wet,partial shade
832,Leafstem Tickseed,Coreopsis calliopsidea (DC.) A. Gray,Asteraceae,woody,na,fall,moderate,partial shade
833,Panamint Springparsley,Cymopterus panamintensis J.M. Coult. & Rose var. panamintensis,Apiaceae,herbaceous,biannual,spring,dry,partial shade
834,Pygmyflower Rockjasmine,Androsace septentrionalis L. ssp. subulifera (A. Gray) G.T. Robbins,Primulaceae,herbaceous,perennial,fall,moderate,partial shade
835,Caraway,Carum carvi L.,Apiaceae,woody,na,fall,dry,full sun
836,Pubescent Lemmon's Needlegrass,Achnatherum lemmonii (Vasey) Barkworth var. pubescens (Crampton) Barkworth,Poaceae,woody,na,fall,moderate,full shade
837,Kaweah Monkeyflower,Mimulus norrisii Heckard & Shevock,Scrophulariaceae,woody,na,fall,dry,partial shade
838,Gypsum Tansyaster,Machaeranthera gypsophila B.L. Turner,Asteraceae,woody,na,fall,wet,full shade
839,Stiff Star-grass,Hypoxis rigida Chapm.,Liliaceae,woody,na,fall,dry,full shade
840,Serianthes,Serianthes Benth.,Fabaceae,woody,na,summer,dry,full shade
841,Rosebud Orchid,Cleistes divaricata (L.) Ames,Orchidaceae,woody,na,summer,wet,partial shade
842,Scarlet Four O'clock,Mirabilis coccinea (Torr.) Benth. & Hook. f.,Nyctaginaceae,woody,na,fall,moderate,full shade
843,Border Pricklypear,Opuntia atrispina Griffiths,Cactaceae,herbaceous,annual,summer,wet,partial shade
844,Bullhorn Wattle,Acacia cornigera (L.) Willd.,Fabaceae,herbaceous,perennial,spring,dry,partial shade
845,Pinkava's Cliffrose,Purshia pinkavae Schaack,Rosaceae,herbaceous,biannual,summer,dry,full shade
846,Yellow White Larkspur,Delphinium xantholeucum Piper,Ranunculaceae,woody,na,summer,moderate,full sun
847,Australian Panicgrass,Entolasia marginata (R. Br.) Hughes,Poaceae,woody,na,summer,wet,full shade
848,Royal Schiedea,Schiedea salicaria Hillebr.,Caryophyllaceae,woody,na,spring,wet,full shade
849,Harper's Beaksedge,Rhynchospora harperi Small,Cyperaceae,herbaceous,biannual,summer,dry,full shade
850,Western Sandcherry,Prunus pumila L. var. besseyi (L.H. Bailey) Gleason,Rosaceae,woody,na,summer,wet,partial shade
851,White Garland-lily,Hedychium coronarium J. Koenig,Zingiberaceae,herbaceous,perennial,summer,dry,full shade
852,Islandfern,Olfersia Raddi,Dryopteridaceae,woody,na,fall,dry,full shade
853,Helodium Moss,Helodium paludosum (Sull.) Austin,Helodiaceae,herbaceous,perennial,summer,wet,full shade
854,Weakstalk Bulrush,Schoenoplectiella purshiana (Fernald) Lye,Cyperaceae,herbaceous,perennial,spring,dry,full sun
855,Monkeyflower,Erythranthe Spach,Scrophulariaceae,woody,na,fall,moderate,full shade
856,Selenia,Selenia Nutt.,Brassicaceae,woody,na,summer,dry,full shade
857,Woodland Bog Orchid,Habenaria eustachya Rchb. f.,Orchidaceae,herbaceous,annual,fall,wet,full shade
858,Narrowleaf Blue Eyed Mary,Collinsia linearis A. Gray,Scrophulariaceae,woody,na,summer,wet,partial shade
859,Hawai'i Phyllostegia,Phyllostegia floribunda Benth.,Lamiaceae,woody,na,fall,dry,partial shade
860,Agardh Lupine,Lupinus agardhianus A. Heller,Fabaceae,woody,na,fall,moderate,partial shade
861,Pecho Manzanita,Arctostaphylos pechoensis (Dudley ex Abrams) Dudley ex Munz,Ericaceae,woody,na,fall,wet,partial shade
862,Fullstem,Chamaechaenactis scaposa (Eastw.) Rydb.,Asteraceae,woody,na,fall,moderate,full sun
863,Crested Wheatgrass,Agropyron cristatum (L.) Gaertn. ssp. cristatum,Poaceae,woody,na,summer,moderate,full shade
864,Map Lichen,Rhizocarpon viridiatrum (Wulfen) Körb.,Rhizocarpaceae,woody,na,fall,dry,full shade
865,Beale's Barberry,Mahonia bealei (Fortune) Carrière,Berberidaceae,woody,na,fall,wet,full shade
866,Eschscholtz's Buttercup,Ranunculus eschscholtzii Schltdl. var. oxynotus (A. Gray) Jeps.,Ranunculaceae,woody,na,fall,dry,full sun
867,Neolloydia,Neolloydia Britton & Rose,Cactaceae,herbaceous,annual,fall,wet,partial shade
868,Southwestern Muhly,Muhlenbergia palmeri Vasey,Poaceae,woody,na,summer,dry,full shade
869,Kunzea,Kunzea Rchb.,Myrtaceae,herbaceous,biannual,spring,wet,full sun
870,Wideleaf Stegonia Moss,Stegonia latifolia (Schwägr.) Vent. ex Broth.,Pottiaceae,herbaceous,annual,summer,moderate,full sun
871,Hoary Tansyaster,Machaeranthera canescens (Pursh) A. Gray ssp. canescens var. canescens,Asteraceae,woody,na,spring,moderate,full sun
872,Beach Tidytips,Layia carnosa (Nutt.) Torr. & A. Gray,Asteraceae,woody,na,spring,dry,full sun
873,Purpus' Sullivantia,Sullivantia hapemanii (J.M. Coult. & Fisher) J.M. Coult. var. purpusii (Brand) Soltis,Saxifragaceae,herbaceous,annual,spring,dry,full sun
874,Mojave Cottonthorn,Tetradymia stenolepis Greene,Asteraceae,woody,na,fall,dry,partial shade
875,Uinta Sandwort,Arenaria kingii (S. Watson) M.E. Jones ssp. uintahensis (A. Nelson) Maguire,Caryophyllaceae,woody,na,summer,moderate,full shade
876,Desert Threadplant,Nemacladus rubescens Greene var. tenuis McVaugh,Campanulaceae,woody,na,spring,dry,full sun
877,Nuttall's Toothwort,Cardamine nuttallii Greene var. covilleana (O.E. Schultz) Rollins,Brassicaceae,herbaceous,perennial,summer,wet,full sun
878,Pinyon Rockcress,Arabis dispar M.E. Jones,Brassicaceae,herbaceous,biannual,spring,dry,partial shade
879,Sessileflower False Goldenaster,Heterotheca sessiliflora (Nutt.) Shinners ssp. fastigiata (Greene) Semple var. sanjacintensis Semple,Asteraceae,herbaceous,annual,summer,wet,full shade
880,Lance Pottia Moss,Pottia lanceolata (Hedw.) Müll. Hal.,Pottiaceae,woody,na,fall,moderate,full shade
881,Limestone Grass,Leptochloopsis Yates,Poaceae,herbaceous,annual,spring,wet,full shade
882,Robison's Monardella,Monardella robisonii Epling ex Munz,Lamiaceae,woody,na,fall,moderate,partial shade
883,Trelease's Hybrid Willowherb,Epilobium ×treleaseanum H. Lév.,Onagraceae,herbaceous,biannual,summer,moderate,full sun
884,Davall's Pottia Moss,Pottia davalliana (Sm.) C.E.O. Jensen,Pottiaceae,woody,na,fall,moderate,full shade
885,Pioneer Violet,Viola glabella Nutt.,Violaceae,herbaceous,annual,fall,moderate,full shade
886,Stinking Camphorweed,Pluchea foetida (L.) DC.,Asteraceae,woody,na,spring,dry,full sun
887,Small Matweed,Guilleminea densa (Humb. & Bonpl. ex Schult.) Moq. var. aggregata Uline & Bray,Amaranthaceae,woody,na,fall,wet,full shade
888,Rimmed Lichen,Aspicilia pertusa (Lynge) J.W. Thomson,Hymeneliaceae,herbaceous,perennial,spring,dry,full sun
889,Orange Bush Monkeyflower,Diplacus aurantiacus (W. Curtis) Jeps. ssp. aurantiacus,Scrophulariaceae,woody,na,summer,moderate,full sun
890,Oregon Cliff Fern,Woodsia oregana D.C. Eaton,Dryopteridaceae,herbaceous,biannual,summer,moderate,full sun
891,Water Cowbane,Oxypolis filiformis (Walter) Britton,Apiaceae,herbaceous,annual,fall,dry,partial shade
892,Moist Sowthistle,Sonchus arvensis L. ssp. uliginosus (M. Bieb.) Nyman,Asteraceae,herbaceous,annual,spring,dry,full sun
893,Tuckerman's Fishscale Lichen,Psora tuckermanii R. Anderson ex Timdal,Psoraceae,woody,na,spring,moderate,full shade
894,Jacob's-ladder,Polemonium pulcherrimum Hook. ssp. pulcherrimum,Polemoniaceae,herbaceous,perennial,spring,moderate,partial shade
895,Droophead Tufted Airplant,Guzmania lingulata (L.) Mez,Bromeliaceae,woody,na,spring,dry,partial shade
896,Smallflower False Foxglove,Agalinis paupercula (A. Gray) Britton var. borealis Pennell,Scrophulariaceae,woody,na,fall,moderate,partial shade
897,Meyen's Twigrush,Machaerina mariscoides (Gaudich.) J. Kern ssp. meyenii (Kunth) T. Koyama,Cyperaceae,herbaceous,biannual,summer,dry,full sun
898,King's Lupine,Lupinus kingii S. Watson var. kingii,Fabaceae,herbaceous,annual,spring,dry,full sun
899,Teosinte,Zea luxurians (Durieu & Asch.) Bird,Poaceae,woody,na,fall,moderate,partial shade
900,Germander Speedwell,Veronica chamaedrys L.,Scrophulariaceae,woody,na,summer,moderate,full shade
901,Rushleaf Eryngo,Eryngium petiolatum Hook.,Apiaceae,woody,na,spring,dry,partial shade
902,Palmer's Spleenwort,Asplenium palmeri Maxon,Aspleniaceae,herbaceous,biannual,summer,moderate,full sun
903,Shield Lichen,Parmelia squarrosa Hale,Parmeliaceae,woody,na,fall,moderate,partial shade
904,Schweinitz's Sedge,Carex schweinitzii Dewey ex Schwein.,Cyperaceae,herbaceous,perennial,spring,wet,partial shade
905,Tobacco,Nicotiana excelsior (J.M. Black) J.M. Black,Solanaceae,woody,na,summer,dry,partial shade
906,Linanthus,Linanthus Benth.,Polemoniaceae,woody,na,summer,wet,partial shade
907,Cacapon River Blackberry,Rubus fryei H.A. Davis & T. Davis,Rosaceae,herbaceous,annual,summer,wet,partial shade
908,Basil Thyme,Acinos arvensis (Lam.) Dandy,Lamiaceae,woody,na,fall,dry,full sun
909,Oakleaf Goosefoot,Chenopodium glaucum L.,Chenopodiaceae,woody,na,fall,moderate,full sun
910,Chinese Chastetree,Vitex negundo L. var. negundo,Verbenaceae,woody,na,summer,moderate,full shade
911,Hillside False Bindweed,Calystegia subacaulis Hook. & Arn.,Convolvulaceae,herbaceous,annual,fall,dry,partial shade
912,Festulolium,×Festulolium Asch. & Graebn.,Poaceae,woody,na,spring,moderate,full shade
913,Common Velvetgrass,Holcus lanatus L.,Poaceae,woody,na,fall,dry,partial shade
914,Pseudobraunia Moss,Pseudobraunia (Lesq. & James) Broth.,Hedwigiaceae,woody,na,fall,dry,full sun
915,Gibbens' Beardtongue,Penstemon gibbensii Dorn,Scrophulariaceae,herbaceous,annual,spring,moderate,full sun
916,Laplacea,Laplacea Kunth,Theaceae,woody,na,summer,dry,partial shade
917,Coastal Phacelia,Phacelia laxa Small,Hydrophyllaceae,woody,na,fall,moderate,partial shade
918,Thollon's Strophanthus,Strophanthus thollonii Franchet,Apocynaceae,woody,na,fall,dry,full sun
919,Ellipticleaf Cyanea,Cyanea elliptica (Rock) Lammers,Campanulaceae,herbaceous,perennial,summer,wet,full sun
920,Sago Palm,Metroxylon sagu Rottb.,Arecaceae,herbaceous,annual,spring,dry,full shade
921,Yam Bean,Pachyrhizus ahipa (Wedd.) L. Parodi,Fabaceae,herbaceous,biannual,fall,dry,full sun
922,James' Beardtongue,Penstemon jamesii Benth.,Scrophulariaceae,herbaceous,biannual,spring,moderate,partial shade
923,Tube Lichen,Hypogymnia metaphysodes (Asah.) Rass.,Parmeliaceae,woody,na,summer,moderate,full sun
924,Hyssopleaf Thoroughwort,Eupatorium hyssopifolium L. var. laciniatum A. Gray,Asteraceae,herbaceous,annual,spring,dry,partial shade
925,Hybrid Violet,Viola ×mistura House (pro sp.),Violaceae,woody,na,fall,moderate,full sun
926,Animated Oat,Avena sterilis L.,Poaceae,herbaceous,biannual,spring,wet,full sun
927,Balbis' Milkvine,Matelea balbisii (Decne.) Woodson,Asclepiadaceae,herbaceous,biannual,spring,dry,partial shade
928,California Evening Primrose,Oenothera arizonica (Munz) W.L. Wagner,Onagraceae,woody,na,fall,wet,full shade
929,Ashe's Calamint,Clinopodium ashei (Weath.) Small,Lamiaceae,woody,na,summer,wet,full shade
930,Hoover's Desertparsley,Lomatium tuberosum Hoover,Apiaceae,herbaceous,annual,fall,wet,full sun
931,Balsampear,Momordica charantia L.,Cucurbitaceae,woody,na,fall,moderate,full sun
932,Gorman's Biscuitroot,Lomatium gormanii (Howell) J.M. Coult. & Rose,Apiaceae,woody,na,spring,wet,full shade
933,Davis' Fleabane,Erigeron engelmannii A. Nelson var. davisii (Cronquist) Cronquist,Asteraceae,woody,na,spring,wet,partial shade
934,Greater Florida Spurge,Euphorbia floridana Chapm.,Euphorbiaceae,woody,na,fall,wet,partial shade
935,Sitka Shield Lichen,Heterodermia sitchensis Goward & W. Noble,Physciaceae,woody,na,summer,dry,partial shade
936,Stiff Blue-eyed Grass,Sisyrinchium demissum Greene,Iridaceae,herbaceous,perennial,fall,dry,partial shade
937,Red Cryptocarya,Cryptocarya rubra (Molina) Skeels,Lauraceae,woody,na,spring,wet,full shade
938,Columbian Rockcress,Arabis sparsiflora Nutt. var. columbiana (Macoun) Rollins,Brassicaceae,woody,na,summer,wet,partial shade
939,Rim Lichen,Lecanora caesiorubella Ach. ssp. saximontana Imshaug & Brodo,Lecanoraceae,woody,na,summer,moderate,partial shade
940,European Purple Lousewort,Pedicularis palustris L.,Scrophulariaceae,herbaceous,perennial,summer,wet,full shade
941,Waterwort,Elatine L.,Elatinaceae,herbaceous,annual,summer,dry,full shade
942,Hawai'i Hala Pepe,Pleomele hawaiiensis O. Deg. & I. Deg.,Liliaceae,herbaceous,biannual,summer,dry,full sun
943,Sonoran Chinchweed,Pectis cylindrica (Fernald) Rydb.,Asteraceae,woody,na,summer,dry,full sun
944,Japanese Bristlegrass,Setaria faberi Herrm.,Poaceae,herbaceous,perennial,summer,wet,full sun
